codigo,sigla,ies
2565,-,-
3756,-,-
861,-,-
593,-,-
1053,-,-
1365,-,-
4420,-,-
1640,-,-
213,-,-
1225,-,-
926,-,-
515,-,-
376,-,-
242,-,-
1841,-,-
1663,-,-
3921,-,-
1080,-,-
1336,-,-
2579,-,-
2497,-,-
277,-,-
3602,-,-
1988,-,-
138,-,-
4163,-,-
162,-,-
4702,-,-
526,-,-
1160,-,-
1273,-,-
1232,-,-
1100,-,-
1952,-,-
2135,-,-
645,-,-
4522,-,-
522,-,-
626,-,-
707,-,-
621,-,-
3443,-,-
2147,-,-
1895,-,-
3649,-,-
135,-,-
1419,-,-
3875,-,-
1043,-,-
673,-,-
1658,-,-
296,-,-
1294,-,-
1427,-,-
265,-,-
374,-,-
1292,-,-
384,-,-
125,-,-
514,-,-
349,-,-
402,-,-
87,-,-
3966,-,-
1892,-,-
3983,-,-
386,-,-
1490,-,-
352,-,-
3372,-,-
1846,-,-
1519,-,-
3371,-,-
1949,-,-
146,-,-
4962,-,-
649,-,-
490,-,-
794,-,-
222,-,-
1396,-,-
5370,-,-
1559,-,-
1060,-,-
3588,-,-
1422,-,-
1129,-,-
1900,-,-
5439,-,-
1575,-,-
1264,-,-
2222,-,-
1805,-,-
3368,-,-
1554,-,-
1917,-,-
267,-,-
1270,-,-
1510,-,-
5669,-,-
3529,-,-
1113,-,-
672,-,-
724,-,-
1697,-,-
3840,-,-
2950,-,-
1773,-,-
1978,-,-
1913,-,-
1772,-,-
1819,-,-
3294,-,-
1775,-,-
1255,-,-
244,-,-
430,-,-
4256,-,-
1836,-,-
2494,-,-
1141,-,-
1542,-,-
1362,-,-
3797,-,-
1030,-,-
712,-,-
19512,-,-
1430,-,-
2111,-,-
1078,-,-
1491,-,-
206,-,-
4153,-,-
1185,-,-
1472,-,-
1965,-,-
2835,-,-
4121,-,-
3879,-,-
14321,-,-
1504,-,-
4118,-,-
2123,-,-
2279,-,-
1508,-,-
483,-,-
343,-,-
5403,-,-
4017,-,-
3388,-,-
80,-,-
1446,-,-
308,-,-
1538,-,-
2571,-,-
448,-,-
137,-,-
1494,-,-
1032,-,-
1726,-,-
1872,-,-
456,-,-
898,-,-
1131,-,-
737,-,-
705,-,-
502,-,-
1414,-,-
1676,-,-
923,-,-
3985,-,-
480,-,-
1556,-,-
1351,-,-
1317,-,-
1388,-,-
738,-,-
4849,-,-
1418,-,-
344,-,-
15452,-,-
1716,-,-
1853,-,-
1233,-,-
802,-,-
1885,-,-
1487,-,-
1075,-,-
5312,-,-
1879,-,-
1984,-,-
4751,-,-
3333,-,-
1666,-,-
2132,-,-
1563,-,-
2076,-,-
918,-,-
610,-,-
21503,-,-
158,-,-
534,-,-
1851,-,-
18035,-,-
151,-,-
2126,-,-
12247,-,-
1908,-,-
373,-,-
13812,-,-
3607,-,-
1723,-,-
3223,-,-
944,-,-
3710,-,-
4531,-,-
1613,-,-
1779,-,-
3428,-,-
17348,-,-
4443,-,-
21573,-,-
1643,-,-
17403,-,-
461,-,-
2134,-,-
19281,-,-
22814,-,-
1346,-,-
1263,-,-
3397,-,-
1048,-,-
17854,-,-
1918,-,-
5520,-,-
15859,-,-
22578,-,-
17091,-,-
17632,-,-
17420,-,-
1469,-,-
12928,-,-
2440,-,-
2915,-,-
4889,-,-
12754,-,-
1400,-,-
1862,-,-
1664,-,-
1438,-,-
1151,-,-
18463,-,-
1834,-,-
1162,-,-
1310,-,-
4399,-,-
954,-,-
2133,-,-
13631,-,-
1580,-,-
2067,-,-
1860,-,-
4724,-,-
415,-,-
351,-,-
2233,-,-
2270,-,-
3523,-,-
2297,-,-
1923,-,-
1515,-,-
17355,-,-
17352,-,-
17608,-,-
517,-,-
197,-,-
214,-,-
14951,-,-
2560,-,-
2413,-,-
4000,-,-
19635,-,-
1139,-,-
1825,-,-
438,-,-
192,-,-
14996,-,-
752,-,-
1403,-,-
1404,-,-
3307,-,-
1690,-,-
23820,-,-
13073,-,-
15236,-,-
19252,-,-
1742,-,-
17401,-,-
4093,-,-
15745,-,-
34,-,-
3337,-,-
2402,-,-
1762,-,-
2569,-,-
12723,-,-
14095,-,-
13716,-,-
4086,-,-
12661,-,-
3332,-,-
1958,-,-
4532,-,-
1763,-,-
13677,-,-
3159,-,-
3155,-,-
1957,-,-
1150,-,-
1536,-,-
5048,-,-
14194,-,-
2548,-,-
3376,-,-
1721,-,-
1409,-,-
2040,-,-
1898,-,-
17628,-,-
2687,-,-
2189,-,-
682,-,-
1856,-,-
2961,-,-
22911,-,-
4910,-,-
1350,-,-
4289,-,-
13749,-,-
1205,-,-
4995,-,-
4330,-,-
2766,-,-
905,-,-
21210,-,-
11841,-,-
15922,-,-
4584,-,-
18952,-,-
22634,-,-
14738,-,-
1520,-,-
2042,-,-
15401,-,-
1541,-,-
21577,-,-
4597,-,-
2465,-,-
19207,-,-
18637,-,-
5387,-,-
20321,-,-
1758,-,-
11818,-,-
3986,-,-
3854,-,-
4983,-,-
21224,-,-
3099,-,-
5105,-,-
1863,-,-
3303,-,-
17590,-,-
13663,-,-
15873,-,-
4969,-,-
15133,-,-
13897,-,-
18288,-,-
1946,-,-
1624,-,-
1079,-,-
15079,-,-
3867,-,-
16934,-,-
2821,-,-
4731,-,-
3933,-,-
16543,-,-
12430,-,-
1720,-,-
12522,-,-
1359,-,-
10685,-,-
1326,-,-
15382,-,-
1237,-,-
21426,-,-
1308,-,-
1433,-,-
1759,-,-
4411,-,-
4218,-,-
21940,-,-
3495,-,-
1818,-,-
19251,-,-
2513,-,-
14890,-,-
2484,-,-
17460,-,-
17598,-,-
4821,-,-
2450,-,-
4077,-,-
3252,-,-
22456,-,-
18978,-,-
14097,-,-
21888,-,-
2536,-,-
434,-,-
2158,-,-
1850,-,-
2275,-,-
2368,-,-
18667,-,-
648,-,-
2896,-,-
2141,-,-
3295,-,-
991,-,-
21321,-,-
13488,-,-
3757,-,-
1382,-,-
12620,-,-
13643,-,-
4502,-,-
263,-,-
22592,-,-
798,-,-
795,-,-
14622,-,-
3193,-,-
1838,-,-
5600,-,-
278,-,-
2808,-,-
2832,-,-
22248,-,-
1822,-,-
3051,-,-
2573,-,-
4367,-,-
17115,-,-
3430,-,-
10836,-,-
13657,-,-
4661,-,-
15450,-,-
2770,-,-
18133,-,-
2652,-,-
20053,-,-
5025,-,-
3853,-,-
1552,-,-
3876,-,-
2200,-,-
2538,-,-
18681,-,-
2910,-,-
1363,-,-
715,-,-
3012,-,-
12748,-,-
15980,-,-
22455,-,-
2556,-,-
852,-,-
3232,-,-
405,-,-
22625,-,-
22862,-,-
21201,-,-
43,-,-
4504,-,-
717,-,-
699,-,-
4925,-,-
5322,-,-
3849,-,-
3984,-,-
18165,-,-
1360,-,-
22089,-,-
22266,-,-
3375,-,-
21112,-,-
14509,-,-
5036,-,-
599,-,-
1166,-,-
3160,-,-
14408,-,-
1811,-,-
3164,-,-
15520,-,-
3189,-,-
1809,-,-
4785,-,-
3184,-,-
3162,-,-
1810,-,-
15522,-,-
1812,-,-
1807,-,-
1808,-,-
600,-,-
3188,-,-
1813,-,-
14724,-,-
1820,-,-
3163,-,-
1082,-,-
601,-,-
3161,-,-
3279,-,-
4358,-,-
4786,-,-
3165,-,-
4098,-,-
1120,-,-
1303,-,-
1578,-,-
3869,-,-
3998,-,-
20100,-,-
4016,-,-
126,-,-
16037,-,-
2320,-,-
2969,-,-
3775,-,-
12916,-,-
19,-,-
527,-,-
338,-,-
546,-,-
10,-,-
528,-,-
21,-,-
15894,-,-
1311,-,-
1046,-,-
15032,-,-
671,-,-
457,-,-
466,-,-
319,-,-
1153,-,-
176,-,-
403,-,-
18,-,-
11,-,-
15,-,-
387,-,-
519,-,-
1196,-,-
823,-,-
417,-,-
3151,-,-
221,-,-
383,-,-
15497,-,-
81,-,-
124,-,-
2,-,-
13,-,-
446,-,-
780,-,-
555,-,-
496,-,-
420,-,-
521,-,-
20,-,-
409,-,-
208,-,-
295,-,-
55,-,-
150,-,-
665,-,-
143,-,-
441,-,-
40,-,-
719,-,-
1036,-,-
3172,-,-
38,-,-
547,-,-
71,-,-
482,-,-
472,-,-
82,-,-
271,-,-
1189,-,-
494,-,-
83,-,-
14,-,-
1586,-,-
1041,-,-
163,-,-
550,-,-
32,-,-
666,-,-
47,-,-
9,-,-
57,-,-
1028,-,-
367,-,-
730,-,-
5077,-,-
24,-,-
29,-,-
1126,-,-
568,-,-
15015,-,-
1027,-,-
609,-,-
756,-,-
688,-,-
829,-,-
56,-,-
95,-,-
578,-,-
15001,-,-
579,-,-
577,-,-
595,-,-
584,-,-
598,-,-
576,-,-
592,-,-
1,-,-
694,-,-
575,-,-
6,-,-
634,-,-
580,-,-
789,-,-
585,-,-
582,-,-
7,-,-
107,-,-
591,-,-
3,-,-
17,-,-
8,-,-
549,-,-
830,-,-
4,-,-
583,-,-
573,-,-
693,-,-
548,-,-
18506,-,-
15059,-,-
569,-,-
571,-,-
5,-,-
4503,-,-
586,-,-
12,-,-
570,-,-
581,-,-
18440,-,-
596,-,-
597,-,-
572,-,-
590,-,-
587,-,-
574,-,-
589,-,-
23,-,-
426,-,-
1557,-,-
458,-,-
330,-,-
30,-,-
641,-,-
449,-,-
266,-,-
167,-,-
953,-,-
605,-,-
669,-,-
316,-,-
437,-,-
322,-,-
298,-,-
1042,-,-
718,-,-
22,-,-
76,-,-
746,-,-
532,-,-
423,-,-
663,-,-
385,-,-
952,-,-
375,-,-
670,-,-
203,-,-
588,-,-
398,-,-
355,-,-
481,-,-
513,-,-
27,-,-
165,-,-
664,-,-